,image,area,compactness,eccentricity,perimeter,label
0,./cropped_dataset/ASC-H/10.jpg,483,2.066071278566959,0.5118442902279664,111.982754945755,ASC-H
1,./cropped_dataset/ASC-H/10000.jpg,673,2.9075629715371334,0.7948020785346779,156.81118214130402,ASC-H
2,./cropped_dataset/ASC-H/10001.jpg,970,1.7575508352334592,0.49715518879132675,146.3675309419632,ASC-H
3,./cropped_dataset/ASC-H/10002.jpg,731,1.5708646588125335,0.3945508402865976,120.12489056587219,ASC-H
4,./cropped_dataset/ASC-H/10003.jpg,1063,1.3941796989829547,0.2708891019725817,136.46803605556488,ASC-H
5,./cropped_dataset/ASC-H/10004.jpg,1002,1.9128601778538532,0.4798021243357616,155.19595789909363,ASC-H
6,./cropped_dataset/ASC-H/10005.jpg,1331,1.4930016876872563,0.6864231113809882,158.02438509464264,ASC-H
7,./cropped_dataset/ASC-H/10006.jpg,868,3.843510015284141,0.4724758011908876,204.7523066997528,ASC-H
8,./cropped_dataset/ASC-H/10007.jpg,1866,2.1318038924649287,0.2597382765508056,223.58073377609253,ASC-H
9,./cropped_dataset/ASC-H/10008.jpg,1973,2.020570130229364,0.34745128655863905,223.8233743906021,ASC-H
10,./cropped_dataset/ASC-H/10009.jpg,1210,1.771551016233144,0.5996810868547652,164.1248903274536,ASC-H
11,./cropped_dataset/ASC-H/10010.jpg,482,1.1538109507111585,0.44969246626143605,83.5979791879654,ASC-H
12,./cropped_dataset/ASC-H/10011.jpg,434,2.0918659265201605,0.5519547687031618,106.81118166446686,ASC-H
13,./cropped_dataset/ASC-H/10012.jpg,543,1.4197555047790373,0.48793688437660204,98.42640602588654,ASC-H
14,./cropped_dataset/ASC-H/10013.jpg,441,2.736849423995144,0.7614615505317769,123.15432798862457,ASC-H
15,./cropped_dataset/ASC-H/10014.jpg,793,2.5136096225572966,0.5770932249597929,158.26702570915222,ASC-H
16,./cropped_dataset/ASC-H/10015.jpg,1099,3.454093934447185,0.7734859800984594,218.40916085243225,ASC-H
17,./cropped_dataset/ASC-H/10016.jpg,820,1.3755075284520768,0.4984029776185589,119.05382251739502,ASC-H
18,./cropped_dataset/ASC-H/10017.jpg,755,2.020888019774354,0.6719142136814554,138.46803605556488,ASC-H
19,./cropped_dataset/ASC-H/10018.jpg,686,7.777699028870891,0.7154181092745688,258.9360725879669,ASC-H
20,./cropped_dataset/ASC-H/10019.jpg,548,3.3605482277589656,0.6560907050237482,152.12489008903503,ASC-H
21,./cropped_dataset/ASC-H/10020.jpg,532,1.9717274505140647,0.5595438655341186,114.8111823797226,ASC-H
22,./cropped_dataset/ASC-H/10021.jpg,797,3.1107764415664843,0.4179943265150415,176.50966608524323,ASC-H
23,./cropped_dataset/ASC-H/10022.jpg,1342,7.276065442093091,0.7484577060774764,350.2914105653763,ASC-H
24,./cropped_dataset/ASC-H/10023.jpg,86,1.0940170251652086,0.6295123662551065,34.3847758769989,ASC-H
25,./cropped_dataset/ASC-H/10024.jpg,3435,13.020666759688769,0.20783648966960916,749.6955184936523,ASC-H
26,./cropped_dataset/ASC-H/10025.jpg,2408,12.8800724733083,0.608558144968891,624.2985506057739,ASC-H
27,./cropped_dataset/ASC-H/10026.jpg,35,0.8785169038799339,0.4979229731357527,19.656854152679443,ASC-H
28,./cropped_dataset/ASC-H/10027.jpg,1625,3.749164270152207,0.6343067112405036,276.6934314966202,ASC-H
29,./cropped_dataset/ASC-H/10028.jpg,1619,3.504973941786454,0.7088244243019732,267.03657746315,ASC-H
30,./cropped_dataset/ASC-H/10029.jpg,885,1.5778621491238682,0.4371840145065606,132.468035697937,ASC-H
31,./cropped_dataset/ASC-H/10030.jpg,592,4.027538929156729,0.4831903482584429,173.09545266628265,ASC-H
32,./cropped_dataset/ASC-H/10031.jpg,837,1.6183517876911633,0.6543135530048361,130.46803665161133,ASC-H
33,./cropped_dataset/ASC-H/10032.jpg,1851,1.771553096978175,0.6714716011257856,202.9949473142624,ASC-H
34,./cropped_dataset/ASC-H/10033.jpg,994,1.8502493709491503,0.5247961396268345,152.0243855714798,ASC-H
35,./cropped_dataset/ASC-H/10035.jpg,931,2.1475928885198505,0.6009666002794829,158.50966608524323,ASC-H
36,./cropped_dataset/ASC-H/10036.jpg,306,4.298709964915587,0.4849039407010821,128.56854152679443,ASC-H
37,./cropped_dataset/ASC-H/10071.jpg,638,4.662344058101852,0.6971518334872889,193.33809316158295,ASC-H
38,./cropped_dataset/ASC-H/10072.jpg,916,2.2342283095806588,0.7801485849303222,160.36753141880035,ASC-H
39,./cropped_dataset/ASC-H/10073.jpg,1160,4.4007962256705975,0.32503818459286293,253.27921783924103,ASC-H
40,./cropped_dataset/ASC-H/10074.jpg,495,2.2639135757214612,0.36944195912096434,118.66904664039612,ASC-H
41,./cropped_dataset/ASC-H/10075.jpg,1093,5.087794267932955,0.795394815523507,264.35028553009033,ASC-H
42,./cropped_dataset/ASC-H/10076.jpg,727,1.8869560197537936,0.6926777611291639,131.29646289348602,ASC-H
43,./cropped_dataset/ASC-H/10077.jpg,1311,4.912797301700623,0.7872724715366503,284.49242079257965,ASC-H
44,./cropped_dataset/ASC-H/10078.jpg,391,1.7128997107982333,0.5512879937501703,91.74011468887329,ASC-H
45,./cropped_dataset/ASC-H/10079.jpg,2029,8.43258081041576,0.661210141942616,463.6883786916733,ASC-H
46,./cropped_dataset/ASC-H/10080.jpg,685,1.745249813801069,0.42248298230912545,122.56854140758514,ASC-H
47,./cropped_dataset/ASC-H/10081.jpg,717,2.153531159146859,0.3632420719449498,139.2964632511139,ASC-H
48,./cropped_dataset/ASC-H/10082.jpg,1144,2.0584680878001462,0.35921687391863427,172.02438485622406,ASC-H
49,./cropped_dataset/ASC-H/10083.jpg,1031,2.404741830530903,0.7613934345915369,176.50966620445251,ASC-H
50,./cropped_dataset/ASC-H/10084.jpg,986,4.553238377442263,0.6737584983532038,237.52185881137848,ASC-H
51,./cropped_dataset/ASC-H/10085.jpg,911,1.348008197129555,0.503058868217619,124.22539520263672,ASC-H
52,./cropped_dataset/ASC-H/11.jpg,446,2.103116268073459,0.4397551957109268,108.56854128837585,ASC-H
53,./cropped_dataset/ASC-H/11470.jpg,3007,2.125797261131225,0.2007921613928929,283.4213534593582,ASC-H
54,./cropped_dataset/ASC-H/11471.jpg,2430,2.116229693609891,0.2984805461259445,254.2081503868103,ASC-H
55,./cropped_dataset/ASC-H/11472.jpg,1565,1.4556459678645324,0.24424543930530998,169.19595801830292,ASC-H
56,./cropped_dataset/ASC-H/12.jpg,261,11.16226971707326,0.8550939954681391,191.33809328079224,ASC-H
57,./cropped_dataset/ASC-H/13.jpg,24,0.9010971345978703,0.2772039192440681,16.485281109809875,ASC-H
58,./cropped_dataset/ASC-H/131.jpg,470,2.2318276581210963,0.7004317874762822,114.81118214130402,ASC-H
59,./cropped_dataset/ASC-H/14.jpg,2084,11.1411878534145,0.7800319710869726,540.1564145088196,ASC-H
60,./cropped_dataset/ASC-H/15.jpg,716,1.9473322098594443,0.35584154777580596,132.36753058433533,ASC-H
61,./cropped_dataset/ASC-H/16.jpg,370,8.051218192269745,0.45756329170842697,193.48022878170013,ASC-H
62,./cropped_dataset/ASC-H/17.jpg,1260,4.1851278616956105,0.7655876776440493,257.4213538169861,ASC-H
63,./cropped_dataset/ASC-H/1906.jpg,2116,1.8471477638336702,0.5719437150786463,221.62236392498016,ASC-H
64,./cropped_dataset/ASC-H/1907.jpg,2020,3.172158574651793,0.6225609727963932,283.7644991874695,ASC-H
65,./cropped_dataset/ASC-H/1908.jpg,347,3.333716581771626,0.6906527385537994,120.56854140758514,ASC-H
66,./cropped_dataset/ASC-H/1909.jpg,1464,4.039040645648392,0.41919703427223626,272.5929265022278,ASC-H
67,./cropped_dataset/ASC-H/1910.jpg,765,2.9693551735946206,0.597169805252205,168.95331740379333,ASC-H
68,./cropped_dataset/ASC-H/1911.jpg,1603,3.8139619838332175,0.5074819321227364,277.17871248722076,ASC-H
69,./cropped_dataset/ASC-H/1912.jpg,1697,3.008204847721447,0.5648486986415393,253.27921795845032,ASC-H
70,./cropped_dataset/ASC-H/1913.jpg,1310,2.789961855562805,0.3903190974404982,214.30865597724915,ASC-H
71,./cropped_dataset/ASC-H/1914.jpg,2194,4.332253329910884,0.44177895052334276,345.605118393898,ASC-H
72,./cropped_dataset/ASC-H/1915.jpg,1789,2.285062830027584,0.598238092480891,226.65180146694183,ASC-H
73,./cropped_dataset/ASC-H/1916.jpg,696,1.8970904009946716,0.1345618691859029,128.81118190288544,ASC-H
74,./cropped_dataset/ASC-H/1917.jpg,1136,2.3035088995040076,0.5680997255430594,181.33809328079224,ASC-H
75,./cropped_dataset/ASC-H/1918.jpg,1431,2.2096887385718955,0.5606313203172937,199.33809340000153,ASC-H
76,./cropped_dataset/ASC-H/1919.jpg,1194,2.0376568657747045,0.5382709654309332,174.85281217098236,ASC-H
77,./cropped_dataset/ASC-H/1920.jpg,1593,3.3378743829434523,0.5300052327877555,258.49242103099823,ASC-H
78,./cropped_dataset/ASC-H/1921.jpg,648,3.560215041191641,0.6972314869211296,170.2670259475708,ASC-H
79,./cropped_dataset/ASC-H/1922.jpg,1353,7.16458941231218,0.3539988233346191,349.0193326473236,ASC-H
80,./cropped_dataset/ASC-H/1923.jpg,2069,5.045505998782659,0.6273364024185009,362.190905213356,ASC-H
81,./cropped_dataset/ASC-H/1924.jpg,865,4.925208539056627,0.5711075548864513,231.37972342967987,ASC-H
82,./cropped_dataset/ASC-H/1925.jpg,2859,2.6322550129239266,0.6881859260538358,307.5218583345413,ASC-H
83,./cropped_dataset/ASC-H/1926.jpg,2760,2.783205013616387,0.7459103012724813,310.69343173503876,ASC-H
84,./cropped_dataset/ASC-H/1927.jpg,2148,2.9319711611010804,0.39004539555110557,281.3208478689194,ASC-H
85,./cropped_dataset/ASC-H/1928.jpg,2384,2.159475817946228,0.5622196558716696,254.3502858877182,ASC-H
86,./cropped_dataset/ASC-H/1929.jpg,1639,2.4706725684604454,0.6226775143680392,225.5807340145111,ASC-H
87,./cropped_dataset/ASC-H/1930.jpg,781,3.09435075317675,0.6331867187577243,174.2670258283615,ASC-H
88,./cropped_dataset/ASC-H/1931.jpg,1170,3.1138079295150884,0.3904825798079389,213.96550989151,ASC-H
89,./cropped_dataset/ASC-H/1932.jpg,1997,2.0708581894646434,0.5492754948031622,227.96550941467285,ASC-H
90,./cropped_dataset/ASC-H/1933.jpg,1094,1.6160658418454068,0.37086061483380695,149.0538226366043,ASC-H
91,./cropped_dataset/ASC-H/1934.jpg,2199,1.423142034357518,0.5366842323351518,198.3086553812027,ASC-H
92,./cropped_dataset/ASC-H/1966.jpg,3802,3.1357163344603114,0.562454427206233,387.06096267700195,ASC-H
93,./cropped_dataset/ASC-H/1967.jpg,2677,5.669484675715108,0.7044488389865476,436.7178170681,ASC-H
94,./cropped_dataset/ASC-H/1968.jpg,3614,3.676507963379341,0.4708865100530769,408.61731112003326,ASC-H
95,./cropped_dataset/ASC-H/1969.jpg,3409,4.8172503193746286,0.5721769878834766,454.27416598796844,ASC-H
96,./cropped_dataset/ASC-H/1974.jpg,4071,2.4847978402782194,0.4936364992183247,356.5340509414673,ASC-H
97,./cropped_dataset/ASC-H/1975.jpg,16,0.7454531513895017,0.591866851800177,12.242640614509583,ASC-H
98,./cropped_dataset/ASC-H/1976.jpg,2340,2.1489918435782522,0.5938692093673996,251.37972354888916,ASC-H
99,./cropped_dataset/ASC-H/1977.jpg,2589,2.039976700026715,0.20865037540726558,257.6223638057709,ASC-H
100,./cropped_dataset/ASC-H/1978.jpg,2917,3.3951070620607204,0.5710039695714701,352.776692032814,ASC-H
101,./cropped_dataset/ASC-H/1979.jpg,1331,3.7224534418686415,0.21868853587736428,249.52185881137848,ASC-H
102,./cropped_dataset/ASC-H/1980.jpg,1240,1.6293248450076814,0.28426265365162423,159.33809280395508,ASC-H
103,./cropped_dataset/ASC-H/1981.jpg,2120,24.07549205569019,0.6597272548298245,800.8670916557312,ASC-H
104,./cropped_dataset/ASC-H/1982.jpg,1252,4.058576294521382,0.42520043478843295,252.69343185424805,ASC-H
105,./cropped_dataset/ASC-H/1983.jpg,3650,6.047225947419629,0.7225092809059306,526.658941745758,ASC-H
106,./cropped_dataset/ASC-H/1984.jpg,2364,3.51673819519205,0.578674777229668,323.22034335136414,ASC-H
107,./cropped_dataset/ASC-H/1985.jpg,1414,20.838251003334623,0.7464568636120554,608.4995609521866,ASC-H
108,./cropped_dataset/ASC-H/1986.jpg,2521,13.328904011427273,0.5993405239713413,649.813268661499,ASC-H
109,./cropped_dataset/ASC-H/1987.jpg,3297,18.184041546011574,0.25959885805748223,867.9797897338867,ASC-H
110,./cropped_dataset/ASC-H/1988.jpg,2238,8.77241912464062,0.5986024643981126,496.70057141780853,ASC-H
111,./cropped_dataset/ASC-H/1989.jpg,1862,8.020354545179421,0.5047098627576092,433.20309805870056,ASC-H
112,./cropped_dataset/ASC-H/1990.jpg,3085,7.3587520042475685,0.677110552088058,534.1147847175598,ASC-H
113,./cropped_dataset/ASC-H/1991.jpg,2957,5.366967312221217,0.45915895373667454,446.5756812095642,ASC-H
114,./cropped_dataset/ASC-H/1992.jpg,3216,4.075683035031459,0.4936852703109996,405.84775960445404,ASC-H
115,./cropped_dataset/ASC-H/1993.jpg,1570,1.42685517508883,0.570830153613892,167.78174448013306,ASC-H
116,./cropped_dataset/ASC-H/1994.jpg,1106,1.935761483873981,0.5214490847287842,164.02438485622406,ASC-H
117,./cropped_dataset/ASC-H/1995.jpg,1292,5.8263581838642295,0.5349957719107094,307.5634889602661,ASC-H
118,./cropped_dataset/ASC-H/1996.jpg,1850,2.600230460009477,0.6072040143685051,245.86500430107117,ASC-H
119,./cropped_dataset/ASC-H/1997.jpg,2338,2.9920773891376324,0.2731703814740099,296.4924211502075,ASC-H
120,./cropped_dataset/ASC-H/1998.jpg,508,7.099946400466502,0.38259780053250303,212.89444184303284,ASC-H
121,./cropped_dataset/ASC-H/1999.jpg,350,2.7918319089120227,0.482955556230175,110.81118202209473,ASC-H
122,./cropped_dataset/ASC-H/2000.jpg,2929,6.451638271641331,0.5176407840460038,487.30360317230225,ASC-H
123,./cropped_dataset/ASC-H/2001.jpg,2163,3.0589641664083227,0.6964528365546617,288.3502860069275,ASC-H
124,./cropped_dataset/ASC-H/2002.jpg,2001,2.9319235666782744,0.6640977110106048,271.52185904979706,ASC-H
125,./cropped_dataset/ASC-H/2003.jpg,2577,3.9115409832828876,0.6241284121626931,355.9066344499588,ASC-H
126,./cropped_dataset/ASC-H/2004.jpg,3367,3.63422369331151,0.6724170360985613,392.13203024864197,ASC-H
127,./cropped_dataset/ASC-H/2005.jpg,2241,5.456297255362267,0.6902898712371837,391.98989486694336,ASC-H
128,./cropped_dataset/ASC-H/2006.jpg,1252,1.8247799751755687,0.4962302907259769,169.43859815597534,ASC-H
129,./cropped_dataset/ASC-H/2007.jpg,2444,4.550703067818765,0.7631427281418633,373.84775948524475,ASC-H
130,./cropped_dataset/ASC-H/2008.jpg,2524,18.690136562584463,0.5935267434979404,769.9381595849991,ASC-H
131,./cropped_dataset/ASC-H/2009.jpg,3886,4.989032147720154,0.6322488851890989,493.5878734588623,ASC-H
132,./cropped_dataset/ASC-H/2010.jpg,2125,3.3301992528164326,0.4317920764725901,298.2081501483917,ASC-H
